Chain,Token ID,image URL,Profile,Speed,Stamina,Defence,Special Move,Punch,Kick,Total,Skin,Eye Brow,Eye Lense,Eye Shapes,Hair,Lips,Gloves,Pants,Full Costumes,Shoes,Eyelid,Chest Tattoo,Arm Tattoo,Legs Tattoo,Glasses,Face Tattoo,Forehead Tattoo,Mustache,Chain
ETH,2699,https://ik.imagekit.io/xanalia/breaking-down/v11/0286.png,Berserker,46,65,50,71,58,63,353,Sand,Fat Flat - Black,Medallion - Blue,Flat - Sand,Fat Straights - Black,Bronze Beauty,Blaze - Red and Black,Twin-DR - Emrald Green and Black,,,,,,,,,,,
ETH,2700,https://ik.imagekit.io/xanalia/breaking-down/v10/0130.png,Berserker,49,62,71,50,59,62,353,Sand,Wide Flat Edge - Pale Brown,Mermaid - Blue,Smart - Sand,Slicked Right - Pale Brown,Bronze Beauty,,,Masao - Neon,Joggers,,,,,,,,,
ETH,2701,https://ik.imagekit.io/xanalia/breaking-down/v5/0180.png,Unstoppable,60,51,44,77,56,65,353,Porcelean,Narrow Curved - Dark Brown,Natural - Ice Grey,Round Flat - Porcelean,Fat Straights - Dark Brown,Double Espresso,Alpha - Red and Black,Neo-Y - Bluish Purple and Black,,,Thin Curve,,,,,,,,
ETH,2702,https://ik.imagekit.io/xanalia/breaking-down/v11/0228.png,Rogue,49,62,83,38,75,50,357,Ivory,Mid Wave - Brownish Orange,Medallion - Emrald Green,Nervous - Ivory,Dreadlock - Brownish Orange,Teddy Bear,,,3 Piece Suite - Dark Black,Joggers,,Nature,,Royal Dragon,Round - Golden Black,,,Mustache Bearded,
ETH,2703,https://ik.imagekit.io/xanalia/breaking-down/v15/0078.png,Berserker,45,66,59,62,47,74,353,Sand,Mid Wave - Pinkish Red,Mermaid - Emrald Green,Nervous - Sand,Long Spikes - Pinkish Red,Bronze Beauty,,,Nuribou - Blue,Sporty,,,,,,,,,
ETH,2704,https://ik.imagekit.io/xanalia/breaking-down/v10/0187.png,Killer,44,67,48,73,56,69,357,Golden Brown,Thin High Flat - Pastel Brown,Crystal - Amber Brown,Normal State - Golden Brown,Full Slicked Back - Pastel Brown,Chocolate Berries,Highlight - Navy Blue and Black,Twin-DR - Black,,,,,Wave Kunai,,,,,,
ETH,2705,https://ik.imagekit.io/xanalia/breaking-down/v3/0175.png,Infiltrator,56,55,64,57,64,61,357,Sienna,Mid Bulky - Black,Mermaid - Emrald Green,Wave Rounded - Sienna,Mid Height - Black,Nude Creme,,,3 Piece Suite - Dark Blue,Joggers High,,,Dragon,,,,,Mustache Bearded,
ETH,2706,https://ik.imagekit.io/xanalia/breaking-down/v3/0044.png,Killer,61,50,65,56,73,52,357,Golden Brown,Point Flat Bulky - Pastel Brown,Medallion - Ice Grey,Wave Rounded - Golden Brown,Dreadlock Long - Pastel Brown,Chocolate Berries,Double-X - Sea green and Black,Aura - Cool Grey and Black,,,,,,,,,,,
ETH,2707,https://ik.imagekit.io/xanalia/breaking-down/v14/0366.png,Rogue,69,42,53,68,51,74,357,Ivory,Wide Rounded - Silver,Medallion - Hazel Brown,Sleepy - Ivory,Elegant - Silver,Teddy Bear,,,Satoru - Red,Joggers High,Low Curve,,ZigZag,Ancient,,,,Bearded,
ETH,2708,https://ik.imagekit.io/xanalia/breaking-down/v8/0178.png,Killer,42,69,76,45,82,43,357,Golden Brown,Bulky Rounded - Black,Crystal - Ice Grey,Normal - Golden Brown,Long Front Wave - Black,Chocolate Berries,Double-X - Royal Blue and Black,Dark Strip - Yellowish Green and White,,,,Twin Phoenix,,Round Twist,,,,Mustache Bearded,
ETH,2709,https://ik.imagekit.io/xanalia/breaking-down/v2/0250.png,Infiltrator,51,60,55,66,63,62,357,Sienna,Fat Flat - Bronze,Medallion - Ice Grey,Smart - Sienna,Slicked Back - Bronze,Nude Creme,Neo-G - Red and Black,Silver Shine - Red and Silver,,,,,,,,,,,
ETH,2710,https://ik.imagekit.io/xanalia/breaking-down/v5/0231.png,Brawler,46,65,50,71,58,67,357,Umber,Soft Angled - Bronze,Crystal - Amber Brown,Low Flat - Umber,Side Straight Mid - Bronze,Madrid Deep,Strips - Royal Blue and Black,W B R - Yellowish Green and Black,,,,,,,,,,,
ETH,2711,https://ik.imagekit.io/xanalia/breaking-down/v2/0358.png,Unstoppable,59,52,55,66,67,54,353,Porcelean,Wide Flat Cut - Pale Brown,Mermaid - Ice Grey,Low Rounded - Porcelean,Side Straight - Pale Brown,Double Espresso,Neo-G - Magenta and Black,Twin-DR - Hot Pink and Black,,,,,,,,,,,
ETH,2712,https://ik.imagekit.io/xanalia/breaking-down/v4/0268.png,Infiltrator,66,45,58,63,66,59,357,Sienna,Flat Curve - Pinkish Red,Mermaid - Blue,Round Flat - Sienna,Spikes Top - Pinkish Red,Nude Creme,Dark Combat - Royal Blue and Black,Thin Strip - Bluish Purple and White,,,Thin Curve,,,,,,,,
ETH,2713,https://ik.imagekit.io/xanalia/breaking-down/v5/0165.png,Commando,52,59,64,57,64,61,357,Cacao,Thin Rounded - Bronze,Crystal - Jade Green,Thin Pointy - Cacao,Mid Height - Bronze,Unicorn blood,Double-X - Purple and Black,Neo-PW - Red and White,,,,,Wolf Spirit,Wave Kunai,,,,,
ETH,2714,https://ik.imagekit.io/xanalia/breaking-down/v1/0077.png,Commando,56,55,74,47,62,63,357,Cacao,Bulky Rounded - Pale Brown,Medallion - Blue,Sleepy - Cacao,Waves - Pale Brown,Unicorn blood,,,Lida - Walnut Bown,Thick Base,,,,,,,,,
ETH,2715,https://ik.imagekit.io/xanalia/breaking-down/v14/0276.png,Warrior,52,59,50,71,62,61,355,Pale Ivory,Mid Bulky Flat - Pale Brown,Crystal - Ice Grey,Low Rounded - Pale Ivory,Front Waves - Pale Brown,Naturally Chic,Highlight - Neon Yellow and Black,W B R - Magenta and Black,,,,,,,,,,,
ETH,2716,https://ik.imagekit.io/xanalia/breaking-down/v8/0277.png,Juggernaut,49,62,53,68,61,62,355,Burgundy,Medium Flat - Pastel Brown,Crystal - Amber Brown,Normal Open - Burgundy,Side Straight Mid - Pastel Brown,Rasp Wicked,Double-X - Red and Black,Neo-PW - Red and White,,,,,,,,,,,
ETH,2717,https://ik.imagekit.io/xanalia/breaking-down/v11/0015.png,Warrior,69,42,65,56,67,56,355,Pale Ivory,Thick Flat - Pastel Brown,Natural - Ice Grey,Round Flat - Pale Ivory,Waves - Pastel Brown,Naturally Chic,Blaze - Hot Pink and Black,Artistic - Black and White,,,Thin Curve,,Wolf Spirit,,,Pointy Round,,,
ETH,2718,https://ik.imagekit.io/xanalia/breaking-down/v9/0254.png,Brawler,68,43,68,53,64,61,357,Umber,Mid Wave - Black,Crystal - Jade Green,Focused - Umber,Side Straight Mid - Black,Madrid Deep,,,Urita - Velvet Maroon,Sporty,,,,,Funky - Yellow,,,,
ETH,2719,https://ik.imagekit.io/xanalia/breaking-down/v7/0001.png,Unstoppable,75,36,53,68,65,56,353,Porcelean,Narrow Curved - Pale Brown,Natural - Hazel,Sleepy - Porcelean,Slicked Right - Pale Brown,Double Espresso,Blaze - Red and Black,Twin-DR - Bluish Purple and Black,,,Low Curve,,Dragon,Wolf Spirit,Aviator - Brown,,,,
ETH,2720,https://ik.imagekit.io/xanalia/breaking-down/v11/0358.png,Phoenix,57,54,57,64,69,56,357,Almond,Flat Edge - Pale Brown,Mermaid - Blue,Normal Open - Almond,Wild Spikes - Pale Brown,Candied Toffees,Round Strip - Red and Black,Twin-DR - Magenta and Black,,,,,,,,,,,
ETH,2721,https://ik.imagekit.io/xanalia/breaking-down/v3/0419.png,Killer,68,43,78,43,86,39,357,Golden Brown,Flat Curve - Pale Brown,Natural - Ice Grey,Normal - Golden Brown,Elegant - Pale Brown,Chocolate Berries,Dark Combat - Royal Blue and Black,Double - Magenta and White,,,,Wings,Dragon,,,,,,
ETH,2722,https://ik.imagekit.io/xanalia/breaking-down/v13/0295.png,Commando,34,77,48,73,56,69,357,Cacao,Medium Flat - Pinkish Red,Mermaid - Brown,Innocence - Cacao,Side Straight - Pinkish Red,Unicorn blood,Highlight - Red and Black,Dark Funk - Emrald Green and White,,,,Nature,,,,,,,
ETH,2723,https://ik.imagekit.io/xanalia/breaking-down/v11/0030.png,Infiltrator,59,52,47,74,55,70,357,Sienna,Soft Angled - Dark Brown,Crystal - Sterling Blue,Innocence - Sienna,Casual - Dark Brown,Nude Creme,Strips - Red and Black,Neo-P - Cool Grey and Black,,,Narrow,,,,,,,,
ETH,2724,https://ik.imagekit.io/xanalia/breaking-down/v3/0271.png,Killer,35,76,65,56,59,66,357,Golden Brown,Thick Rounded - Golden,Mermaid - Emrald Green,Wave Rounded - Golden Brown,Long Front Wave - Golden,Chocolate Berries,Double-X - Magenta and Black,Thin Strip - Black and White,,,,Grim,,Inferno,,Pointy Round,,,
ETH,2725,https://ik.imagekit.io/xanalia/breaking-down/v12/0425.png,Rogue,71,40,55,66,65,60,357,Ivory,Thin Flat - Silver,Mermaid - Brown,Sleepy - Ivory,Side Straight - Silver,Teddy Bear,Alpha - Green and Black,Blazing - Pinkish Red and Black,,,Low Curve,,,,,,,,
ETH,2726,https://ik.imagekit.io/xanalia/breaking-down/v9/0335.png,Warrior,55,56,47,74,59,64,355,Pale Ivory,Fat Flat - Golden,Medallion - Hazel Brown,Thick Rounded - Pale Ivory,Front Waves - Golden,Naturally Chic,Neo-G - Sea green and Black,Dark Funk - Emrald Green and White,,,Thin Rounded,,,,,,,,
ETH,2727,https://ik.imagekit.io/xanalia/breaking-down/v10/0132.png,Infiltrator,55,56,73,48,67,58,357,Sienna,Flat - Silver,Natural - Ice Grey,Confident - Sienna,Dreadlock Long - Silver,Nude Creme,Neo-G - Orange and Black,Neo-PW - Red and White,,,,,,Round Twist,,,,,
ETH,2728,https://ik.imagekit.io/xanalia/breaking-down/v6/0310.png,Commando,59,52,63,58,71,54,357,Cacao,Flat Curve - Golden,Medallion - Blue,Normal - Cacao,Waves - Golden,Unicorn blood,Strips - Green and Black,Aura - Red and Black,,,,,,,,,,,
ETH,2729,https://ik.imagekit.io/xanalia/breaking-down/v4/0043.png,Phoenix,54,57,54,67,66,59,357,Almond,Slight Rounded - Pinkish Red,Natural - Gemstone Green,Confident - Almond,Elegant Fade - Pinkish Red,Candied Toffees,Strips - Red and Black,Silver Shine - Hot Pink and Silver,,,,,,,,,,,
ETH,2730,https://ik.imagekit.io/xanalia/breaking-down/v4/0133.png,Infiltrator,45,66,49,72,57,68,357,Sienna,Narrow Rounded - Pale Brown,Crystal - Hazel Brown,Thin Confident - Sienna,Waves - Pale Brown,Nude Creme,Strips - Green and Black,Neo-P - Red and Black,,,,,,,,,,,
ETH,2731,https://ik.imagekit.io/xanalia/breaking-down/v2/0215.png,Juggernaut,52,59,56,65,64,59,355,Burgundy,Slight Rounded - Dark Brown,Crystal - Amber Brown,Wave Rounded - Burgundy,Decent - Dark Brown,Rasp Wicked,Alpha - Red and Black,Double - Black and White,,,,,,,,,,,
ETH,2732,https://ik.imagekit.io/xanalia/breaking-down/v4/0174.png,Unstoppable,58,53,56,65,48,73,353,Porcelean,Narrow Curved - Brownish Orange,Natural - Gemstone Green,Flat - Porcelean,Full Slicked Back - Brownish Orange,Double Espresso,,,Satoru - Sea Green,High Fit,,,,,,,,,
ETH,2733,https://ik.imagekit.io/xanalia/breaking-down/v8/0124.png,Warrior,59,52,69,52,61,62,355,Pale Ivory,Thick Rounded - Golden,Natural - Aqua,Focused - Pale Ivory,Waves - Golden,Naturally Chic,,,Ban - Dark Black,Slip-On,Thin,,,,,,,,
ETH,2734,https://ik.imagekit.io/xanalia/breaking-down/v14/0154.png,Rogue,62,49,64,57,74,51,357,Ivory,Straight - Pastel Brown,Medallion - Amber Brown,High Flat - Ivory,Mid Straight - Pastel Brown,Teddy Bear,Strips - Magenta and Black,Artistic - Cerulean Blue and White,,,,,,,,,,,
ETH,2735,https://ik.imagekit.io/xanalia/breaking-down/v12/0156.png,Juggernaut,51,60,73,48,73,50,355,Burgundy,Mid Wave - Silver,Mermaid - Hazel Brown,Focused - Burgundy,Short Wild - Silver,Rasp Wicked,Blaze - Red and Black,Neo-Y - Cerulean Blue and Black,,,,Fairy,Wolf Spirit,Polyzig,Star - Golden Black,,,,Crossed
ETH,2736,https://ik.imagekit.io/xanalia/breaking-down/v10/0049.png,Phoenix,71,40,89,32,93,32,357,Almond,Low Curved - Bronze,Natural - Hazel,Nervous - Almond,Long Spikes - Bronze,Candied Toffees,Round Strip - Magenta and Black,Artistic - Emrald Green and White,,,,Feathered,,,Round - Golden Black,,,,Chain Pendant
ETH,2737,https://ik.imagekit.io/xanalia/breaking-down/v4/0352.png,Commando,59,52,71,50,59,66,357,Cacao,Wide Rounded - Dark Brown,Medallion - Hazel Brown,Low Flat - Cacao,Waves - Dark Brown,Unicorn blood,,,Urita - Velvet Maroon,Slip-On,,,,,,,,,
ETH,2738,https://ik.imagekit.io/xanalia/breaking-down/v5/0118.png,Killer,47,64,53,68,47,78,357,Golden Brown,Mid Flat - Brownish Orange,Mermaid - Emrald Green,Sleepy - Golden Brown,Wild Spikes - Brownish Orange,Chocolate Berries,Neo - Royal and Black,Bloody-R - Red and Black,,,,,,Polyzig,Royal Round - Black Golden,Pointy Round,,,Polyloop
ETH,2739,https://ik.imagekit.io/xanalia/breaking-down/v12/0175.png,Killer,45,66,63,58,83,42,357,Golden Brown,Wide Rounded - Golden,Mermaid - Brown,Action Ready - Golden Brown,Front Waves - Golden,Chocolate Berries,Neo-G - Navy Blue and Black,Double - Bluish Purple and White,,,,Edge,ZigZag,,,,,Mustache Bearded,
ETH,2740,https://ik.imagekit.io/xanalia/breaking-down/v8/0299.png,Infiltrator,57,54,61,60,69,56,357,Sienna,Mid Bulky - Pinkish Red,Medallion - Ice Grey,Thick Angled - Sienna,Dreadlock - Pinkish Red,Nude Creme,Double Dark - Purple and Black,Dark Strip - Cool Grey and White,,,,,,,,,,,
ETH,2741,https://ik.imagekit.io/xanalia/breaking-down/v11/0221.png,Berserker,41,70,41,80,49,72,353,Sand,Fat Flat - Dark Brown,Natural - Gemstone Green,Focused - Sand,Slicked Back - Dark Brown,Bronze Beauty,Alpha - Orange and Black,Dark Strip - Cerulean Blue and White,,,Thin,,,,,,,,
ETH,2742,https://ik.imagekit.io/xanalia/breaking-down/v3/0148.png,Juggernaut,69,42,71,50,59,64,355,Burgundy,Bulky Rounded - Pale Brown,Natural - Hazel,Nervous - Burgundy,Spikes - Pale Brown,Rasp Wicked,,,3 Piece Suite - Pink,Sneakers,,,,,,,,,
ETH,2743,https://ik.imagekit.io/xanalia/breaking-down/v1/0102.png,Juggernaut,57,54,61,60,69,54,355,Burgundy,Fat Flat - Golden,Crystal - Jade Green,Action Ready - Burgundy,Spikes - Golden,Rasp Wicked,Double-X - Sea green and Black,Thin Strip - Black and White,,,,,,,,,,,
ETH,2744,https://ik.imagekit.io/xanalia/breaking-down/v9/0394.png,Brawler,39,72,85,36,61,64,357,Umber,Thin High Flat - Dark Brown,Medallion - Emrald Green,Thin Confident - Umber,Elegant Fade - Dark Brown,Madrid Deep,,,Masao - Neon,Casual Sneakers,,Edge,,Royal Dragon,,,,,
ETH,2745,https://ik.imagekit.io/xanalia/breaking-down/v13/0261.png,Brawler,51,60,71,50,65,60,357,Umber,Flat - Black,Natural - Aqua,Sleepy - Umber,Elegant Fade - Black,Madrid Deep,,,Komeo - Dark Gray,Thick Base,,Phoenix,,,Star - Golden Black,,,,
ETH,2746,https://ik.imagekit.io/xanalia/breaking-down/v6/0366.png,Brawler,49,62,53,68,61,64,357,Umber,Thick Rounded - Bronze,Crystal - Jade Green,Thick Angled - Umber,Waves - Bronze,Madrid Deep,Round Strip - Red and Black,Neo-PW - Magenta and White,,,,,,,,,,,
ETH,2747,https://ik.imagekit.io/xanalia/breaking-down/v15/0130.png,Unstoppable,59,52,65,56,57,64,353,Porcelean,Point Flat Bulky - Golden,Medallion - Ice Grey,Wavy - Porcelean,Dreadlock Long - Golden,Double Espresso,,,Nuribou - Red,Joggers High,,,,,,,,,
ETH,2748,https://ik.imagekit.io/xanalia/breaking-down/v1/0178.png,Phoenix,65,46,81,40,93,32,357,Almond,Fat Flat - Pale Brown,Crystal - Jade Green,Calm Flat - Almond,Waves - Pale Brown,Candied Toffees,Double Dark - Yellow and Black,Neo-P - Magenta and Black,,,,Twin Phoenix,Royal Dragon,,,,,,
ETH,2749,https://ik.imagekit.io/xanalia/breaking-down/v6/0250.png,Rogue,53,58,49,72,59,66,357,Ivory,Extra Wide Flat Edge - Pale Brown,Medallion - Blue,Thick Rounded - Ivory,Slicked Back - Pale Brown,Teddy Bear,Neo-G - Purple and Black,Neo-Y - Yellowish Green and Black,,,Thin Rounded,,,,,,,,
ETH,2750,https://ik.imagekit.io/xanalia/breaking-down/v4/0017.png,Killer,62,49,66,55,74,51,357,Golden Brown,Thin Flat - Pastel Brown,Medallion - Emrald Green,Nervous - Golden Brown,Spikes Top - Pastel Brown,Chocolate Berries,Strips - Purple and Black,Dark Strip - Cerulean Blue and White,,,,,,,,,,,
ETH,2751,https://ik.imagekit.io/xanalia/breaking-down/v6/0038.png,Juggernaut,46,65,50,71,58,65,355,Burgundy,Mid Wave - Pale Brown,Natural - Amber Brown,Sleepy - Burgundy,Side Straight Mid - Pale Brown,Rasp Wicked,Blaze - Red and Black,Aura - Magenta and Black,,,,,,,,,,,
ETH,2752,https://ik.imagekit.io/xanalia/breaking-down/v8/0361.png,Rogue,46,65,48,73,58,67,357,Ivory,Thin Rounded - Silver,Crystal - Hazel Brown,Sharp - Ivory,Waves - Silver,Teddy Bear,Double Dark - Navy Blue and Black,Thin Strip - Red and White,,,,,,,,,,,
ETH,2753,https://ik.imagekit.io/xanalia/breaking-down/v12/0113.png,Warrior,67,44,47,74,59,64,355,Pale Ivory,Narrow Rounded - Golden,Medallion - Amber Brown,Sleepy - Pale Ivory,Long Front Wave - Golden,Naturally Chic,Neo - Purple and Black,Edge - Cool Grey and Black,,,Low Curve,,Inferno,,,,Twin Phoenix,,
ETH,2754,https://ik.imagekit.io/xanalia/breaking-down/v6/0234.png,Rogue,54,57,64,57,54,71,357,Ivory,Straight - Bronze,Medallion - Blue,Mid Angled - Ivory,Mid Straight - Bronze,Teddy Bear,,,Komeo - Blue,High Fit,,,,,,,,,
ETH,2755,https://ik.imagekit.io/xanalia/breaking-down/v6/0392.png,Phoenix,46,65,58,63,58,67,357,Almond,Narrow Curved - Golden,Crystal - Hazel Brown,High Flat - Almond,Slicked Back - Golden,Candied Toffees,Neo - Navy Blue and Black,W B R - Hot Pink and Black,,,,,Royal Dragon,Royal Dragon,,,,,
ETH,2756,https://ik.imagekit.io/xanalia/breaking-down/v8/0004.png,Warrior,75,36,73,48,85,38,355,Pale Ivory,Straight - Dark Brown,Crystal - Sterling Blue,Thick Angled - Pale Ivory,Elegant - Dark Brown,Naturally Chic,Dark Combat - Orange and Black,Thin Strip - Black and White,,,,,Dragon,,,,Twin Phoenix,,
ETH,2757,https://ik.imagekit.io/xanalia/breaking-down/v8/0377.png,Warrior,54,57,60,61,52,71,355,Pale Ivory,Mid Wave - Brownish Orange,Mermaid - Emrald Green,Low Rounded - Pale Ivory,Dreadlock Long - Brownish Orange,Naturally Chic,,,Urita - Velvet Maroon,High Fit,,,,,,,,,
ETH,2758,https://ik.imagekit.io/xanalia/breaking-down/v3/0224.png,Brawler,42,69,58,63,64,61,357,Umber,Wide Rounded - Silver,Crystal - Hazel Brown,Flat - Umber,Wild Spikes - Silver,Madrid Deep,Neo - Magenta and Black,Class Gold - Deep Red and Black,,,,,Howl,Royal Dragon,,,,Bearded,
ETH,2759,https://ik.imagekit.io/xanalia/breaking-down/v13/0016.png,Commando,64,47,68,53,76,49,357,Cacao,Mid Wave - Golden,Mermaid - Hazel Brown,Focused - Cacao,Side Straight - Golden,Unicorn blood,Double-X - Royal Blue and Black,Bloody-R - Cool Grey and Black,,,,,,,,,,,
ETH,2760,https://ik.imagekit.io/xanalia/breaking-down/v11/0364.png,Killer,61,50,65,56,73,52,357,Golden Brown,Mid Wave - Brownish Orange,Natural - Ice Grey,High Flat - Golden Brown,Long Spikes - Brownish Orange,Chocolate Berries,Round Strip - Navy Blue and Black,Neo-P - Black,,,,,,,,,,,
ETH,2761,https://ik.imagekit.io/xanalia/breaking-down/v7/0334.png,Brawler,67,44,89,32,87,38,357,Umber,Angry - Golden,Crystal - Sterling Blue,Flat - Umber,Front Spikes - Golden,Madrid Deep,Alpha - Green and Black,Class Gold - Deep Purple and Black,,,,Fairy,Wolf Spirit,,,,Fantasy,,Chain Pendant
ETH,2762,https://ik.imagekit.io/xanalia/breaking-down/v9/0122.png,Berserker,35,76,55,66,47,74,353,Sand,Low Curved - Pinkish Red,Natural - Amber Brown,Mid Angled - Sand,Elegant Fade - Pinkish Red,Bronze Beauty,Alpha - Orange and Black,Aura - Dark Grey and Black,,,,,,Wave Kunai,Round - Golden Black,Pointy Round,,,
ETH,2763,https://ik.imagekit.io/xanalia/breaking-down/v1/0140.png,Berserker,52,59,72,49,60,61,353,Sand,Wide Flat Cut - Bronze,Crystal - Ice Grey,Action Ready - Sand,Casual - Bronze,Bronze Beauty,,,Ban - Dark Black,High Fit,,,,,,,,,
ETH,2764,https://ik.imagekit.io/xanalia/breaking-down/v9/0239.png,Berserker,56,55,66,55,68,53,353,Sand,Fat Flat - Bronze,Natural - Ice Grey,Confident - Sand,Long Spikes - Bronze,Bronze Beauty,Alpha - Navy Blue and Black,Thin Strip - Bluish Purple and White,,,,,,Polyzig,,,,,
ETH,2765,https://ik.imagekit.io/xanalia/breaking-down/v5/0156.png,Berserker,60,51,64,57,72,49,353,Sand,Bulky Flat - Dark Brown,Crystal - Ice Grey,Narrow Pointy - Sand,Front Waves - Dark Brown,Bronze Beauty,Alpha - Navy Blue and Black,Neo-Y - Hot Pink and Black,,,,,,,,,,,
ETH,2766,https://ik.imagekit.io/xanalia/breaking-down/v9/0146.png,Warrior,68,43,66,55,78,45,355,Pale Ivory,Angry - Golden,Medallion - Emrald Green,Mid Angled - Pale Ivory,Waves - Golden,Naturally Chic,Dark Combat - Orange and Black,Thin Strip - Red and White,,,,,,,,,,,
ETH,2767,https://ik.imagekit.io/xanalia/breaking-down/v6/0168.png,Juggernaut,64,47,68,53,76,47,355,Burgundy,Narrow Curved - Black,Crystal - Ice Grey,Mid Angled - Burgundy,Spikes Top - Black,Rasp Wicked,Blaze - Red and Black,Double - Cool Grey and White,,,,,,,,,,,
ETH,2768,https://ik.imagekit.io/xanalia/breaking-down/v4/0016.png,Juggernaut,53,58,67,54,67,56,355,Burgundy,Angry - Pastel Brown,Mermaid - Blue,Focused - Burgundy,Front Spikes - Pastel Brown,Rasp Wicked,Double-X - Green and Black,Thin Strip - Magenta and White,,,,Nature,,Wolf Spirit,Aviator - Brown,,Angel,,Crossed
ETH,2769,https://ik.imagekit.io/xanalia/breaking-down/v4/0328.png,Commando,58,53,66,55,74,51,357,Cacao,Wide Flat Cut - Brownish Orange,Medallion - Amber Brown,Sleepy - Cacao,Elegant Fade - Brownish Orange,Unicorn blood,Double Dark - Red and Black,Thin Strip - Cerulean Blue and White,,,,Leo,,,,,,,
ETH,2770,https://ik.imagekit.io/xanalia/breaking-down/v2/0430.png,Rogue,58,53,68,53,58,67,357,Ivory,Mid Bulky Flat - Golden,Crystal - Ice Grey,Smart - Ivory,Spikes - Golden,Teddy Bear,,,Satoru - Sea Green,Formal,,,,,,,,,
ETH,2771,https://ik.imagekit.io/xanalia/breaking-down/v4/0110.png,Warrior,53,58,43,78,55,68,355,Pale Ivory,Wide Rounded - Pale Brown,Natural - Amber Brown,Wide Focused - Pale Ivory,Full Slicked Back - Pale Brown,Naturally Chic,Neo - Royal and Black,Twin-DR - Magenta and Black,,,Short Low,,,,,,,,
ETH,2772,https://ik.imagekit.io/xanalia/breaking-down/v3/0365.png,Juggernaut,47,64,65,56,69,54,355,Burgundy,Mid Bulky Flat - Bronze,Medallion - Amber Brown,Innocence - Burgundy,Elegant - Bronze,Rasp Wicked,Dark Combat - Green and Black,Dark Funk - Deep Red and White,,,,Nature,,Inferno,,,,,
ETH,2773,https://ik.imagekit.io/xanalia/breaking-down/v4/0201.png,Infiltrator,45,66,77,44,65,60,357,Sienna,Thick Rounded - Dark Brown,Crystal - Ice Grey,Sharp - Sienna,Full Slicked Back - Dark Brown,Nude Creme,,,Ban - White,Double Capsure,,Edge,Wave Kunai,,,,,,
ETH,2774,https://ik.imagekit.io/xanalia/breaking-down/v6/0146.png,Berserker,64,47,66,55,54,67,353,Sand,Fat Flat - Pinkish Red,Natural - Amber Brown,Sleepy - Sand,Decent - Pinkish Red,Bronze Beauty,,,3 Piece Suite - Black,High Fit,Low Curve,,,,,,,,
ETH,2775,https://ik.imagekit.io/xanalia/breaking-down/v5/0147.png,Killer,70,41,84,37,86,39,357,Golden Brown,Low Curved - Pale Brown,Natural - Aqua,Normal Open - Golden Brown,Spikes - Pale Brown,Chocolate Berries,Double-X - Yellow and Black,Artistic - Cerulean Blue and White,,,,Grim,,Ancient,Straight Line - Golden Black,,Fantasy,,Crossed
